t1,t2,t3,t4,t5,Y
1,1,1,1,0,8.733008959641037
1,1,1,0,1,-30.59664035288351
0,0,0,1,1,-10.808427814026752
0,0,0,0,0,-0.7131554807123923
0,1,0,1,1,-7.267072499347716
0,1,0,0,0,-4.675371521312983
0,0,0,1,1,-12.698746518345548
0,0,0,1,0,8.582027177224107
0,1,0,0,1,-17.503231045576236
0,1,1,0,0,-4.460848119389759
1,0,0,1,0,2.5997994980312282
1,0,1,1,0,2.7958026707414914
1,1,1,0,0,-8.474862209063808
0,0,1,1,0,13.291619198484353
1,1,1,1,0,5.275978362716737
1,0,0,1,0,3.2371584384864165
1,1,1,0,0,-9.265812528108222
1,1,0,1,0,5.689611256573855
0,0,1,0,0,-2.757452230079307
0,0,0,0,0,0.8826401585890039
0,0,0,0,1,-17.09525670923242
1,1,1,0,0,-9.025199221687759
0,0,1,0,0,-4.9473221153083875
1,0,1,0,0,-6.813864095395958
0,0,0,1,0,9.159054154274349
1,0,0,0,0,-1.8119694837859541
0,1,0,1,0,13.981648566931481
1,0,0,0,0,-0.6534295210532053
1,0,1,0,0,-7.789910692396235
0,1,1,0,0,-4.06191675206543
1,0,0,0,0,-0.5477832433669622
1,1,1,0,0,-10.293020570469304
0,1,1,0,0,-2.2645774886710814
0,1,0,1,0,13.671387066231242
0,0,0,0,1,-16.237110884347228
0,1,1,0,1,-22.87683169802586
0,0,1,1,1,-10.674474145803856
1,0,0,0,1,-17.955673713269146
1,1,0,1,1,-14.617302025092403
0,0,0,0,0,0.0815107543826518
0,0,0,1,0,8.580607216282441
1,1,1,1,1,-16.95411452946582
0,1,1,1,0,20.34459410096712
0,0,0,1,0,9.276259374488074
1,0,1,0,0,-7.841521848501476
1,1,1,0,1,-33.79611036548125
0,1,0,1,0,11.91689379212497
0,0,0,1,0,11.06884551475257
0,0,1,0,0,-0.8793370374597216
0,0,0,0,0,0.8278826189020864
1,0,0,1,0,2.317322758602428
0,1,1,1,0,20.03979693537825
0,0,0,0,0,-0.30285427026507133
1,1,0,1,1,-16.254440418442005
0,1,1,0,0,-2.654942307961135
1,0,0,0,1,-19.766296012058348
0,1,0,0,1,-17.9905915421815
1,0,1,0,1,-32.10135792176007
0,0,1,1,0,14.338993599235247
0,1,0,1,1,-6.5272759065093595
0,1,1,1,0,20.315643642122446
1,0,1,0,1,-31.044764941032547
1,1,0,1,1,-15.881439427230093
0,1,1,0,0,-3.4811294363121856
0,1,0,1,1,-5.171052640272482
1,1,0,1,1,-17.47950656375052
1,1,0,0,0,-5.8071459498524165
1,0,0,0,1,-19.609858212387383
1,0,1,0,0,-6.966942523890572
0,0,0,1,1,-12.82436913828391
0,1,0,1,1,-6.094307289737049
0,0,0,1,0,10.956240505183912
0,1,0,0,0,-5.205543925047352
0,1,0,0,0,-4.385239376468301
0,0,0,1,0,10.359644707772448
0,1,0,0,1,-17.296278663253535
1,1,1,1,1,-17.79925489122729
0,1,1,1,0,21.699193959902626
1,0,0,1,0,0.8292162202641595
0,0,0,1,1,-13.430324785108663
0,0,1,0,1,-22.90117445324908
0,0,0,0,1,-16.40656714342987
0,1,1,1,0,22.012520149419665
0,0,1,1,1,-11.662799057720186
0,0,0,1,0,10.76985675697731
0,1,1,0,0,-3.461623535872636
0,0,1,1,0,14.692899717180257
0,0,1,0,0,-3.3285423439960575
1,1,1,1,1,-17.78237650193533
0,0,1,1,0,14.419683049184124
0,1,1,1,0,20.63342394075855
0,0,1,1,0,12.403402471263215
1,0,0,1,1,-20.02819565428401
1,1,0,1,0,3.9015732588387304
1,0,0,1,0,1.5566708590246632
1,1,1,0,1,-31.44516344027271
0,0,0,0,0,-0.12616750576133773
0,0,0,0,1,-18.81717361452631
1,1,1,0,0,-11.097544580317951
0,1,1,0,1,-24.26463968902391
0,0,1,1,1,-12.205257138600002
0,0,1,0,0,-3.7249223253692323
0,0,1,0,0,-2.135503929282131
1,1,1,1,1,-17.429264770353488
1,1,0,1,1,-15.788953328241533
0,1,1,1,1,-2.393662362610809
0,1,1,1,1,-4.301224477694465
0,1,0,0,0,-4.752442508888036
0,0,1,0,0,-0.6752411385997523
1,1,0,1,0,3.80749339735494
0,1,1,1,0,18.871179151648562
1,0,0,1,0,2.1384256380976536
0,0,0,1,1,-12.091152407431894
1,0,1,0,0,-8.12914437937269
1,0,1,0,1,-31.406139249417283
1,0,1,0,1,-29.467871067309737
0,0,1,1,0,12.743664403380455
0,1,0,0,1,-19.96499051079962
1,0,0,1,1,-21.737509216980957
0,1,1,1,1,-2.8206717959729053
1,1,1,1,0,6.6760922560110565
1,0,0,1,0,3.2918527863751774
0,1,0,1,0,12.65155974748716
0,1,1,0,0,-3.5960639553121956
0,0,0,1,1,-10.942108086699799
0,0,0,0,1,-16.247496973409373
0,0,1,0,1,-23.043439568735465
1,0,1,1,1,-24.473785363650407
0,0,1,1,0,14.714439004982426
1,0,0,0,1,-19.80797016097068
0,1,0,0,1,-21.18113321785677
0,1,1,0,0,-3.172795109819159
0,1,1,0,0,-3.3133991816852544
1,0,1,1,1,-24.63567954251714
1,1,1,0,1,-29.63265462929165
1,1,0,1,0,4.859984368731474
1,1,0,0,0,-7.213573336144395
1,0,1,1,0,1.9680964028332493
1,0,0,0,1,-18.213063204566563
1,1,0,0,0,-6.690553456106806
1,1,0,0,0,-6.944297895298178
1,0,0,1,1,-20.432483619215347
1,1,1,0,1,-31.813525047733428
1,1,0,1,1,-17.55899928523215
1,1,1,1,1,-17.795707981857696
0,1,1,1,1,-0.8662892317440565
0,1,1,1,1,-3.268178661667328
0,1,1,1,0,19.057119318712967
0,1,1,0,0,-5.206175944928207
0,0,0,0,1,-17.173703339482095
0,1,0,0,1,-19.082289001434997
1,0,0,0,1,-19.204365678648582
0,1,0,0,1,-20.14375501013184
0,1,0,1,1,-6.339409908057841
0,1,0,1,1,-8.314028253435977
0,0,1,1,1,-10.680309201582602
0,1,1,0,0,-3.640492031461368
0,0,1,1,1,-11.936831184091634
1,1,0,0,0,-6.116960648236534
1,0,0,1,1,-20.23728938879272
0,1,1,0,1,-22.312336767257626
0,0,1,1,0,12.26191696812995
1,1,1,1,1,-18.15402384676769
1,1,1,1,0,6.5988453106143865
0,0,1,0,0,-2.0896913531152155
0,1,0,0,1,-17.20886788353565
1,0,0,0,0,-1.3299054238891237
1,1,1,0,0,-8.985849883362112
0,0,1,0,1,-23.96192707693661
1,0,1,1,0,0.4267879714416407
1,1,0,1,1,-15.165517074758355
1,1,1,1,1,-18.83088619177976
1,1,1,1,1,-19.357955721381945
1,1,1,0,0,-8.550521815184194
1,0,0,1,1,-21.835534403362693
0,1,0,0,1,-20.071422455806317
0,0,0,0,1,-18.14372304762473
1,0,0,1,1,-20.769433656231055
1,0,1,1,1,-23.04335371516406
1,1,0,1,0,3.8960966472633296
1,1,0,1,0,2.644489561431147
0,1,1,0,0,-3.2710972403338623
0,1,0,1,1,-6.202072535961892
1,0,0,1,1,-18.738237361951203
1,0,1,1,0,0.7375240865063717
0,0,0,0,1,-17.05165026518696
1,1,0,1,0,3.537460940967719
1,0,1,1,0,0.5690887224279237
0,1,1,1,0,20.122015929639293
0,0,0,0,0,1.0956437045044711
0,0,1,0,0,-0.524522718257761
1,0,1,1,1,-26.56085203110877
0,1,0,0,1,-19.946507314316314
0,1,1,1,1,-2.4414567137981247
0,1,0,0,0,-3.752957899058633
0,0,0,0,0,-0.49673119933114734
0,1,1,1,0,21.285514149860685
0,1,1,0,1,-23.31124706378197
0,0,1,0,0,-5.013656819458292
1,0,1,0,1,-29.866981919276828
1,0,1,0,0,-6.9787819606220785
1,1,1,1,1,-16.991984236041546
0,0,1,1,0,15.436184907836433
0,1,1,1,0,20.432800752358578
1,1,0,1,0,5.461821950472997
1,1,0,0,0,-5.130271202366913
1,0,1,0,1,-30.34615780521332
0,0,0,0,1,-17.884701026388765
1,0,0,1,1,-18.947782589968526
0,1,1,0,1,-21.92788359534502
0,1,1,1,1,-1.508462642908012
0,0,1,0,1,-22.64930145480622
1,1,1,0,0,-9.427730862589579
1,0,0,0,1,-19.14240946924983
0,0,0,0,1,-17.391860526876027
0,0,1,1,0,14.77036375752943
1,0,0,1,0,3.6289510181174487
0,1,1,0,1,-21.19801605338881
0,1,0,1,0,14.66800724099633
0,1,1,1,1,-1.5328990142999916
0,0,1,1,0,14.026163245358848
1,1,0,1,1,-17.4356988146627
0,1,1,1,0,19.70240250977096
0,0,1,1,1,-12.00043163698884
0,0,0,1,0,8.171850224919176
1,1,1,0,1,-30.281319901674383
1,0,1,1,1,-25.04548893421563
1,1,1,0,0,-9.936095762438788
1,1,1,0,0,-9.563857643921239
0,0,1,0,0,-2.565703311191518
0,0,0,1,1,-11.799307188369621
0,1,0,1,0,12.115867711883167
0,1,0,0,1,-19.46342360527889
1,0,0,1,0,3.9317865619423262
1,1,0,0,1,-24.430473168246305
1,0,1,1,1,-25.082073287905278
0,0,1,0,0,-1.6497587791689723
1,1,1,0,1,-29.436066793863557
1,0,0,1,0,3.7253343977589672
1,1,0,1,1,-17.71788237799634
0,1,1,1,1,-2.232634809646295
1,0,1,0,1,-30.165315854379273
0,1,1,1,0,18.318487137840595
0,1,1,0,1,-23.390904960028063
0,0,1,1,1,-12.853793763235766
1,1,0,1,1,-15.264527315943694
1,1,0,1,1,-16.414296534351884
1,1,1,0,0,-9.988452024283992
1,1,0,1,1,-17.032650066526525
1,1,1,1,1,-17.530661198525802
0,1,0,1,1,-6.1862929345602575
1,1,0,0,1,-22.452127916038762
1,1,0,1,1,-17.871086518242087
1,0,0,1,1,-19.382394760234746
0,0,0,1,1,-10.81382790616696
1,0,1,1,0,1.652961387349261
1,1,1,1,0,7.91993589505848
1,0,1,0,0,-8.162202386977748
1,0,1,1,1,-24.69599998409576
1,0,0,1,1,-20.499562426698496
1,1,0,1,0,5.605733388783709
0,0,0,1,1,-11.439794415695564
0,1,1,1,1,-4.961610553995752
0,1,0,1,0,12.52376787349349
1,0,0,0,0,-0.5595807157967307
0,0,0,0,0,-1.7194040178241747
1,1,0,0,0,-4.87969852580102
0,1,0,1,1,-6.055243950733669
0,1,1,1,1,-3.84549054354376
0,1,0,0,1,-18.667201958240508
1,0,1,0,1,-30.926223680382684
1,1,0,1,1,-15.211156952359632
1,0,1,1,1,-24.736633090599025
0,1,1,1,0,19.820496441560685
1,0,1,1,0,2.1379352145713892
1,0,0,1,1,-20.545522883823452
0,1,0,1,1,-5.0343444931196375
1,0,0,0,0,-2.0468030916343385
0,1,1,0,1,-20.538186338935905
0,0,1,0,1,-24.628309593449792
1,0,0,1,1,-20.870395854480368
0,1,1,0,0,-3.4500599730501067
0,0,1,0,0,-1.9040016424566486
1,1,0,0,1,-22.142291457501834
0,1,1,1,0,19.75682044778657
1,1,0,0,0,-5.459710967831955
1,0,1,1,0,3.3998855813344564
1,1,1,0,1,-30.502924546950855
0,1,0,1,0,13.553490155932518
0,1,0,1,1,-7.34070825302263
1,0,1,0,1,-30.785980874178257
0,0,0,0,0,1.0621528147588735
1,1,0,0,1,-24.04289122571874
0,0,0,0,1,-18.054798971063303
1,0,0,0,0,-2.361021794943035
1,1,0,1,1,-17.758173774907508
0,1,0,0,1,-18.787910398784827
1,1,0,1,0,4.196399094515084
0,0,0,0,1,-15.871887741678872
0,1,0,0,1,-19.537872032697795
0,1,1,0,0,-3.0139719635909508
1,1,0,1,1,-16.658735352527753
0,0,0,0,1,-16.663784975298956
0,0,1,0,0,-1.846685204969323
0,0,1,1,1,-12.6001688729026
1,0,1,1,0,1.9121469481189288
1,1,1,1,1,-17.60819097789463
1,1,0,1,1,-17.278241307298615
0,0,1,0,0,-1.590915166168253
0,0,0,0,0,0.9112392981955112
1,0,1,1,1,-24.844962826268475
1,0,1,0,1,-30.421093106481553
1,1,0,0,0,-5.640705169369388
0,1,0,0,0,-3.725192062314306
1,1,1,0,0,-10.122547346689256
1,0,1,0,0,-7.753799610916281
1,0,0,0,1,-19.94320623628861
0,0,1,1,1,-11.905799852550809
1,0,1,1,1,-25.193869955889653
1,1,0,1,1,-16.360347785076506
1,0,1,1,0,3.0363755427807724
0,0,1,1,1,-12.020772255500683
1,1,0,0,1,-22.094667877839544
1,0,0,0,0,-1.5120963739040199
0,1,0,0,0,-3.9026819975135507
0,1,1,1,1,-2.6337739220965015
1,0,1,0,1,-33.29694377874712
0,1,0,1,1,-6.155763143558459
0,0,1,0,0,-1.3348392547257726
0,1,0,0,1,-19.025234482992985
1,0,0,1,0,1.2067981706102835
0,0,1,1,1,-12.06908087829349
0,1,0,1,1,-6.667911085007938
1,0,0,0,1,-20.060998449074827
0,0,1,1,0,13.188673421060553
0,0,0,1,1,-12.621136410896218
1,1,1,1,1,-17.870361350103483
1,1,1,0,0,-10.36301440078003
1,1,0,1,0,3.2189508830549856
0,1,1,0,0,-2.632593094813364
1,0,1,0,1,-30.859525143708957
1,0,0,1,0,3.434567928852704
1,1,1,0,0,-8.605916451985307
1,0,1,0,0,-8.253366406083517
0,0,1,1,1,-11.21981643281138
0,1,0,0,1,-19.260843108929905
1,0,0,0,1,-20.27099022231844
1,0,1,1,1,-24.149755421580622
0,1,1,1,1,-2.76380481374811
1,0,1,1,0,2.7864128030299047
1,0,0,0,0,-1.3343058943525867
1,0,0,1,0,3.688699124183624
1,0,0,1,0,3.347978740826588
0,0,1,1,0,11.821868402947588
1,1,1,1,0,6.825676274540097
1,0,1,1,0,2.2294060848810946
0,1,1,0,1,-23.082976289612596
0,1,0,0,1,-19.864838414999635
1,0,0,1,0,2.7189675599186307
1,1,1,1,0,7.29348122719551
0,0,0,0,1,-18.819106303254518
0,1,1,1,0,19.74138159775438
0,0,0,1,1,-12.761813488561733
0,0,0,1,1,-11.191060285698029
0,1,0,0,1,-20.220606505607993
0,1,0,1,0,12.277520999087463
0,0,1,0,0,-0.8909893608914736
1,0,1,1,0,3.231986382202451
1,1,1,0,0,-8.581969127998653
0,1,1,0,1,-21.929940912385554
1,1,0,1,0,3.4946675892009638
1,0,1,1,0,2.0532765258011416
0,1,1,1,0,19.44419033360724
0,0,0,1,1,-11.721871841993659
1,1,0,1,1,-19.539595400702247
1,0,0,0,0,-0.4120522192777386
0,1,0,0,0,-5.855087833412134
1,1,1,0,1,-31.175462824157258
0,0,1,1,1,-12.962497529856718
0,0,1,0,0,-0.2975675688571675
1,0,1,0,0,-6.053992261055793
0,1,0,1,1,-7.6170362588772464
0,1,1,1,1,-2.161882751519648
0,0,0,1,1,-12.945068467930744
0,0,1,1,1,-11.545869687672283
0,0,0,0,1,-16.455143788415928
0,1,1,0,0,-1.4796209794754522
0,1,0,1,1,-7.227866076754251
1,0,1,1,0,3.1583480540932016
0,1,1,1,0,19.34070802664692
0,0,0,0,0,0.5071079661780697
1,0,0,1,0,2.806571637273142
0,1,1,1,1,-3.605396347117069
1,0,0,0,0,0.27444302828054323
0,0,1,1,1,-12.465295088915562
0,0,1,1,1,-12.084619773141549
1,0,0,0,0,0.2527007057635613
1,0,1,0,0,-7.737927868225057
1,0,1,0,1,-30.08951078831074
0,1,1,0,1,-23.900559787774988
1,1,1,1,1,-17.68561293513923
0,1,1,1,0,19.264582697306373
0,0,1,0,1,-21.79088956553077
1,1,0,0,0,-5.861099118957534
1,0,1,0,1,-33.447992089449784
1,1,0,0,0,-6.223256054013491
1,1,0,1,0,6.310438749682355
1,1,1,0,0,-9.500719060770054
1,1,0,1,0,5.155172747733686
0,1,0,0,0,-5.49841086740292
1,1,1,0,0,-10.457778878111386
0,0,0,0,0,1.700392705920734
0,0,0,0,0,0.44198926207783457
0,0,0,1,0,8.923213717955882
0,0,1,1,0,14.497857138607447
1,1,0,1,0,4.279958014535166
1,0,1,1,1,-25.260537210152446
0,1,1,1,0,19.59130100186219
0,0,0,0,0,0.9176966470222895
1,0,0,0,0,-0.7766177205536617
1,1,1,1,1,-18.67717584577347
1,0,0,1,1,-19.59022163960986
0,0,0,1,0,8.092387249821597
0,1,1,0,0,-0.8332437230098706
0,1,0,0,0,-4.812055792374982
0,1,1,0,0,-3.7487915738913644
0,0,1,0,1,-25.039919740739887
1,1,0,0,0,-5.996424774952745
0,0,0,1,0,9.888381464524198
0,1,1,1,0,20.577462170662425
0,1,0,1,0,13.621429692862847
0,0,0,1,0,10.61931424416447
1,0,0,0,1,-20.550944173990093
1,0,0,1,1,-20.212036188943024
0,0,0,0,1,-16.629424254866322
0,1,0,0,1,-20.4458936074419
0,1,0,0,0,-5.017724352253238
1,0,1,0,0,-6.079679775773675
0,0,1,1,1,-11.83616710433126
0,0,0,1,0,10.05479745100296
0,0,1,1,1,-11.17140866753872
1,1,0,0,0,-7.859960745340865
0,0,1,0,0,-0.7251118861830339
0,0,1,1,1,-13.397813329191411
0,0,1,0,0,-3.7537168238364282
0,1,1,1,1,-5.676742628398189
0,0,1,0,0,-2.4484094879260088
0,0,1,1,1,-12.043788673990331
0,0,1,1,0,12.337748238777174
0,0,0,0,0,-0.22735339618093878
0,1,1,0,1,-21.662280824170903
1,1,0,1,0,3.9117722535528836
0,1,0,1,1,-5.491169223528633
1,0,1,1,0,3.4244524273442156
1,1,1,0,1,-31.77604501899006
1,0,0,0,0,0.6344751457859119
0,1,1,0,0,-2.863517940715593
1,0,1,0,0,-6.010498906790392
1,0,0,0,1,-17.657226528401623
0,0,0,1,1,-10.28368099976594
1,1,1,0,1,-29.952902185066
1,1,1,0,0,-9.629397219784162
0,1,0,1,1,-7.980085019867511
1,0,0,0,1,-19.42815108352936
1,1,1,0,0,-8.338471219408838
0,1,0,0,1,-18.260133587918297
1,0,0,1,1,-19.573340288652233
0,1,0,0,0,-4.667099208361044
0,0,1,1,1,-11.321083052750534
1,1,0,1,1,-16.551182027874223
0,0,0,0,1,-17.492305427950452
1,0,0,0,1,-20.0530860760951
1,0,0,1,0,3.109789442830685
0,1,1,0,0,-2.3908048377313613
1,0,0,0,0,-0.03980530689792772
1,0,0,0,1,-17.216717623448854
1,0,1,0,1,-31.339335544179626
1,0,0,1,0,2.943071099403451
0,1,1,0,1,-22.482248837256872
1,1,1,0,0,-9.955524518395103
0,1,0,0,0,-2.240512505908459
0,0,1,1,0,14.446744195414936
1,0,1,1,1,-25.697087069867973
0,0,1,1,0,13.166231767864083
1,1,0,1,1,-15.085140522908135
0,1,1,0,1,-23.173398657382904
0,1,0,1,0,11.886303858153598
0,0,1,0,1,-23.83814238853424
1,1,0,0,0,-4.09932049040609
1,0,0,0,1,-18.141851036238517
1,1,0,0,0,-7.5995029911433045
0,1,0,0,1,-18.82939019090642
1,0,1,1,1,-24.198000505758184
1,0,1,0,1,-30.688714042035993
1,0,1,1,0,1.1462720958884713
0,0,1,0,1,-22.896481975857114
0,0,0,0,1,-17.618414386675582
1,0,0,1,0,1.975428241521703
0,0,1,1,0,13.123185602302186
0,0,1,1,1,-10.428917974749936
0,1,0,0,1,-18.34397343802868
0,1,1,1,0,20.308955949493782
0,1,1,0,0,-2.839531032579241
1,0,0,1,0,3.413557472214573
0,1,0,0,0,-2.9980920474371664
1,1,1,0,0,-12.296307818066609
0,1,0,1,1,-7.429714780411763
1,0,0,1,1,-21.31812668087044
0,0,1,1,0,14.14573662550942
1,0,0,0,0,-0.6892922973374368
1,1,1,0,0,-10.604893341279992
0,0,1,0,1,-21.71945648787886
0,0,1,0,1,-20.82057489814238
1,1,0,1,0,4.525627568491168
0,1,0,0,0,-4.2427781029715375
0,0,0,1,1,-11.89666250880646
1,1,0,1,1,-18.427581847608568
0,1,0,0,0,-4.3143500284794065
0,1,0,0,1,-18.536337866698116
0,0,0,0,0,-1.1284250738179356
1,1,0,1,1,-17.756821598620487
0,1,0,1,1,-4.7534586133366945
1,0,1,0,1,-29.49271413987755
1,0,1,0,1,-31.45361221446497
0,0,0,0,1,-18.895728184014885
1,0,1,1,1,-25.336515449740975
1,1,1,0,0,-10.416540726970256
0,1,0,1,0,13.59510390340914
1,0,1,1,1,-26.50104330294634
0,1,0,0,0,-4.8872408424180795
1,0,0,0,1,-19.865920865984965
0,1,0,0,1,-20.173204602281842
0,1,0,0,1,-20.185618906549124
0,1,1,0,0,-3.674409138426263
1,1,0,0,1,-21.113289557566794
0,1,1,1,0,20.417861851842456
0,0,1,0,0,-2.1867985642764607
0,0,1,1,0,15.256178081024434
0,0,0,0,0,-0.5233633051585411
1,0,1,0,0,-6.841755552426761
1,0,0,0,1,-20.20102750357394
1,0,1,0,0,-6.460360678323101
0,1,0,0,1,-19.333004222013127
1,0,1,0,1,-30.933601491768158
1,1,0,1,0,3.3836924409760387
1,0,1,0,0,-7.340442378330057
0,1,1,1,0,19.209746678877625
1,1,1,0,1,-32.637801246760425
0,0,1,1,0,15.19616728671434
1,1,0,0,0,-5.6929319135871195
1,0,1,0,0,-8.393418070620875
1,1,0,1,1,-16.850382738564264
0,0,0,1,1,-10.990160633724859
0,1,0,0,0,-4.659082390747769
1,0,0,1,0,2.5838708562566786
1,1,0,1,1,-17.49674690035467
1,1,1,1,1,-18.592102707386083
0,1,1,0,0,-4.13367985803036
1,0,0,0,1,-18.590205469337423
1,0,0,1,1,-20.910758235221405
0,0,1,1,1,-11.266995266812328
0,0,1,1,1,-12.752724723496124
0,1,0,1,0,12.32686580831922
0,0,0,1,0,9.604866981447136
1,0,0,1,1,-21.21460583119283
0,0,1,0,0,-2.9205066951827723
0,1,0,0,0,-5.849134021829858
1,0,0,1,0,5.077099451497917
1,1,0,0,0,-7.078417374066483
1,0,1,1,1,-24.56387139770758
0,0,0,0,0,0.7814846742652687
0,1,1,0,0,-3.0620672611711837
1,0,0,0,0,-1.795418780618413
1,1,1,1,1,-18.119866344149717
0,1,0,0,1,-18.493490815595802
1,1,0,1,1,-16.952725391108494
1,1,1,1,0,6.622853098150492
1,0,0,1,0,0.1666742029932604
1,1,1,0,0,-9.40498313274864
1,1,1,1,0,7.238040814142385
0,1,0,1,0,11.147957729670791
1,0,0,1,1,-21.471918706600544
1,0,1,0,1,-29.737320888948062
0,1,1,0,1,-22.59793322435164
1,0,0,1,1,-20.672660563392963
1,0,1,0,1,-30.361325139272274
1,0,0,0,1,-17.828012707757967
0,1,1,0,0,-3.982790718391787
0,0,1,1,0,14.100103067887552
0,1,1,0,1,-21.103123319208894
0,0,0,0,1,-18.165779037896662
1,1,1,0,1,-31.12810686801793
1,1,1,1,1,-18.28147005079216
1,0,0,0,0,0.3249326566211208
1,0,0,1,0,2.380950444610427
0,0,1,0,0,-2.3921181265289464
1,0,1,0,1,-30.95426489109468
1,1,0,1,0,3.218430601478397
1,0,1,0,1,-30.06000194212363
0,0,1,0,0,-0.4556615369561421
1,0,1,0,1,-31.510044978611518
0,1,1,1,1,-3.0611864713895756
0,1,0,0,0,-5.485429270309025
1,0,1,1,0,2.7351495103185783
1,1,0,0,0,-4.547995924468278
0,0,1,1,1,-11.493024056592363
0,1,0,0,1,-18.478218579840792
0,0,0,0,1,-17.196113358573626
1,0,0,1,0,2.0688772527003825
1,0,1,1,1,-25.23436493612545
0,0,1,0,1,-21.996465609896674
1,0,0,1,1,-19.43397748378176
0,1,1,1,1,-5.010957766654065
1,0,1,1,0,0.7863588699363147
0,0,1,0,0,-2.4946005165984655
1,0,1,1,0,2.9018416886615563
1,0,0,1,1,-19.86393823563844
1,0,0,1,0,1.95887375030167
0,1,1,0,1,-22.063334679651497
0,1,0,1,1,-7.164606495972753
1,0,1,0,1,-31.337097954838477
1,1,0,1,1,-17.599614787799247
0,1,1,0,0,-4.060112159580364
0,0,1,0,1,-23.57596078442478
0,1,0,1,1,-5.886067154188352
1,1,1,0,0,-8.409094567339249
0,0,1,0,0,-2.6134887917559375
1,0,1,1,1,-27.254817847414483
1,1,1,1,0,7.541779553881857
0,1,1,1,1,-4.375639899474652
1,0,0,0,0,-0.77849095465721
1,0,0,0,0,-2.1351672614030415
0,0,1,1,0,15.12130410905234
0,0,0,1,1,-11.54032288709948
1,1,0,0,0,-6.488565284913334
0,0,0,0,1,-15.934649286463959
1,0,1,0,0,-7.507970889571152
0,0,0,0,0,-0.3699307395616979
0,0,0,1,1,-10.662261318803255
1,0,0,1,0,1.8071379539181862
1,0,0,0,1,-19.296021846087342
1,1,0,1,1,-15.910258382010376
0,1,1,0,1,-21.64641874470597
0,1,0,1,0,14.148189428904786
1,0,0,1,1,-19.81781536581976
0,0,0,1,0,9.156511257877995
0,0,1,1,1,-14.264164984321917
0,1,1,1,1,-4.340030770017588
0,1,1,0,0,-2.8246140218710885
1,1,1,1,0,7.377186139775905
1,0,1,0,1,-30.321640733410543
1,0,1,0,1,-32.81985638823945
1,1,0,1,0,3.375187850174062
1,0,1,1,0,1.581861702238357
1,0,1,0,1,-27.90250192367629
1,0,0,1,1,-22.324271912903438
