id,read12,math12,hsgrad,inpse,catholic,read8,math8,female,race,white,black,hisp,api,nativam,parmar8,faminc8,fathed8,mothed8,fhowfar,mhowfar,fight8,nohw8,disrupt8,riskdrop8
709478,67.449997,61.900002,yes,yes,no,70.550003,60.27,yes,white,yes,no,no,no,no,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,no,no,0
709486,63.82,64,yes,yes,no,61.419998,62.290001,yes,white,yes,no,no,no,no,divorced,$10000-$14999,coll <4,junior coll,coll <4,coll <4,never,no,no,2
709499,49.630001,52.869999,yes,yes,no,61.419998,44.110001,yes,white,yes,no,no,no,no,married,50000-$74999,masters,hs grad,coll grad,coll grad,never,no,no,0
709603,61.07,62.459999,yes,no,no,59.650002,64.889999,yes,api,no,no,no,yes,no,separated,$10000-$14999,coll <4,not finish hs,coll grad,coll grad,never,no,no,1
709619,60.040001,65.150002,yes,yes,no,47.689999,48.950001,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll <4,postsec ed,postsec ed,once or twice,no,yes,0
709623,31.85,35.860001,no,no,no,34.98,40.77,yes,white,yes,no,no,no,no,married,$10000-$14999,not finish hs,not finish hs,junior coll,junior coll,once or twice,no,yes,2
709625,44.700001,51.209999,yes,no,no,45.779999,58.939999,no,white,yes,no,no,no,no,married,$20000-$24999,not finish hs,hs grad,junior coll,junior coll,never,no,no,0
709658,63.290001,62.830002,yes,no,no,45.970001,54.779999,no,white,yes,no,no,no,no,married,$20000-$24999,masters,junior coll,postsec ed,postsec ed,more than twice,no,yes,1
709663,45.950001,52.619999,yes,no,no,45.509998,57.889999,yes,white,yes,no,no,no,no,married,$10000-$14999,dont know,dont know,junior coll,junior coll,never,no,no,1
709685,36.669998,37.48,no,no,no,36.150002,39.080002,no,white,yes,no,no,no,no,divorced,$5000-$7499,hs grad,hs grad,hs grad,junior coll,more than twice,no,yes,3
709687,44.849998,54.5,yes,no,no,35.439999,55.779999,no,white,yes,no,no,no,no,married,$5000-$7499,not finish hs,hs grad,postsec ed,postsec ed,more than twice,no,yes,2
709691,40.630001,53.860001,yes,no,no,46.639999,48.43,no,white,yes,no,no,no,no,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
710405,58.209999,50.560001,yes,yes,no,50.860001,54.23,yes,white,yes,no,no,no,no,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,no,no,0
710406,56.09,40.450001,yes,no,no,50.860001,42.490002,yes,ai,no,no,no,no,yes,married,$25000-$34999,not finish hs,hs grad,hs grad,hs grad,never,no,no,0
710414,32.369999,50.25,yes,yes,no,45.09,47.849998,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
710420,52.5,41.080002,no,no,no,40.869999,41.16,yes,white,yes,no,no,no,no,married,$10000-$14999,dont know,not finish hs,postsec ed,postsec ed,never,no,no,1
710427,47.029999,50.389999,yes,yes,no,48.279999,41.68,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,dont know,coll grad,coll grad,never,yes,no,0
710436,57.959999,49.02,yes,no,no,52.529999,51.130001,no,white,yes,no,no,no,no,married,$20000-$24999,hs grad,hs grad,coll grad,postsec ed,never,no,no,1
710449,60.68,60.75,yes,yes,no,58.91,56.509998,no,white,yes,no,no,no,no,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,no,no,0
710460,56.98,54.759998,yes,yes,no,46.169998,57.669998,no,white,yes,no,no,no,no,married,7500-$9999,hs grad,hs grad,junior coll,junior coll,once or twice,no,yes,2
710469,55,54.610001,yes,yes,no,48.290001,62.669998,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
710482,61.91,66.080002,yes,yes,no,63.27,57.5,yes,white,yes,no,no,no,no,married,$20000-$24999,hs grad,hs grad,coll grad,junior coll,never,no,no,0
710600,54.880001,45.810001,yes,yes,no,55.25,50.049999,yes,white,yes,no,no,no,no,divorced,$10000-$14999,hs grad,junior coll,coll grad,coll grad,never,no,no,2
710613,46.349998,60.900002,yes,yes,no,47.790001,62.599998,yes,white,yes,no,no,no,no,divorced,$15000-$19999,coll grad,hs grad,coll grad,coll grad,never,no,no,1
710615,68.089996,62.869999,yes,yes,no,70.550003,75.620003,yes,white,yes,no,no,no,no,married,$25000-$34999,coll grad,masters,postsec ed,postsec ed,never,no,no,0
710635,40.880001,40.09,no,no,no,42.110001,49.07,yes,white,yes,no,no,no,no,divorced,$10000-$14999,not finish hs,junior coll,hs grad,postsec ed,never,no,no,3
710660,50.900002,47.689999,yes,yes,no,58.16,51.130001,yes,ai,no,no,no,no,yes,married,35000-$49999,masters,junior coll,postsec ed,postsec ed,never,no,no,0
710664,49.110001,50.16,yes,yes,no,45.23,51.389999,yes,white,yes,no,no,no,no,married,50000-$74999,coll <4,hs grad,coll grad,coll grad,never,no,no,0
710669,59.740002,51.759998,yes,yes,no,52.25,61.779999,no,white,yes,no,no,no,no,married,35000-$49999,not finish hs,not finish hs,coll grad,coll grad,never,no,no,1
710673,40.470001,49.360001,yes,yes,no,46.029999,45.43,yes,white,yes,no,no,no,no,married,$20000-$24999,not finish hs,not finish hs,coll grad,coll grad,never,no,no,1
710678,54.34,52.869999,yes,yes,no,52.310001,57.169998,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
710683,66.790001,52.049999,yes,yes,no,60.119999,56.950001,yes,ai,no,no,no,no,yes,divorced,7500-$9999,hs grad,not finish hs,coll grad,coll grad,never,no,no,4
710687,48.009998,62.490002,yes,yes,no,53.740002,52.220001,yes,white,yes,no,no,no,no,married,$25000-$34999,doctorate,coll grad,postsec ed,postsec ed,never,no,no,0
710720,43.540001,35.740002,yes,no,no,39.610001,42.889999,no,white,yes,no,no,no,no,married,$5000-$7499,junior coll,hs grad,coll <4,hs grad,never,yes,no,2
710728,61.060001,61.82,yes,yes,no,64.349998,63.220001,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,coll <4,coll grad,coll grad,never,no,no,0
710769,51.68,56.900002,yes,yes,no,46.830002,59.93,no,white,yes,no,no,no,no,married,$15000-$19999,not finish hs,junior coll,coll grad,coll grad,never,no,no,0
710784,42.34,44.669998,yes,yes,no,41.07,47.610001,yes,ai,no,no,no,no,yes,married,35000-$49999,masters,not finish hs,coll grad,coll grad,never,no,no,0
710788,39.84,42.82,yes,no,no,43.259998,43.040001,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,no,no,0
710790,34.34,41.470001,yes,no,no,45.18,43.990002,no,white,yes,no,no,no,no,married,$20000-$24999,hs grad,hs grad,hs grad,hs grad,never,yes,no,0
710818,53.099998,42.490002,yes,yes,no,44.939999,40.77,yes,white,yes,no,no,no,no,married,$20000-$24999,coll <4,hs grad,postsec ed,coll grad,never,no,no,0
710845,48.830002,50.880001,yes,yes,no,47.75,51.189999,no,hispanic,no,no,yes,no,no,married,$25000-$34999,not finish hs,junior coll,coll grad,coll grad,never,no,no,1
710854,39.139999,41.450001,yes,no,no,50.880001,40.23,no,white,yes,no,no,no,no,separated,$15000-$19999,hs grad,not finish hs,hs grad,hs grad,never,no,no,1
710870,63.080002,60.720001,yes,no,no,62.029999,59.779999,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,junior coll,postsec ed,postsec ed,once or twice,yes,yes,0
710875,35.759998,34.98,yes,no,no,39,36.279999,yes,white,yes,no,no,no,no,married,$20000-$24999,hs grad,not finish hs,coll <4,coll <4,never,no,no,0
710885,38.150002,33.07,yes,no,no,50.77,39.419998,no,white,yes,no,no,no,no,married,35000-$49999,dont know,dont know,coll <4,coll <4,never,no,no,0
710887,39.389999,40.400002,yes,yes,no,40.529999,41.73,no,white,yes,no,no,no,no,married,7500-$9999,dont know,hs grad,junior coll,junior coll,more than twice,no,yes,2
710911,39.369999,44.66,yes,yes,no,34.509998,39.400002,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll grad,coll <4,coll <4,never,no,no,1
710922,62.18,63.040001,yes,yes,no,59.09,53.950001,yes,white,yes,no,no,no,no,married,$25000-$34999,dont know,junior coll,postsec ed,postsec ed,never,no,no,0
710924,50.5,60.169998,yes,yes,no,63.369999,55.34,no,white,yes,no,no,no,no,married,$20000-$24999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
710925,45.889999,62.490002,yes,no,no,41.25,53.470001,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,junior coll,coll grad,coll grad,never,no,no,0
710926,62.240002,59.080002,yes,yes,no,64.349998,60.290001,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,junior coll,postsec ed,postsec ed,never,no,no,0
710933,59.75,64.720001,yes,yes,no,64.93,63.990002,no,white,yes,no,no,no,no,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,no,no,0
710941,39.41,36.290001,yes,yes,no,39.25,40.23,yes,ai,no,no,no,no,yes,married,$20000-$24999,junior coll,junior coll,coll <4,coll <4,never,no,no,0
710950,54.560001,50.529999,yes,yes,no,53.349998,47.66,yes,white,yes,no,no,no,no,married,$20000-$24999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
710953,40.290001,35.549999,yes,yes,no,54.290001,40.040001,yes,white,yes,no,no,no,no,married,$15000-$19999,junior coll,hs grad,coll <4,coll <4,never,no,no,0
710957,57.400002,61.23,yes,yes,no,53.580002,51.540001,yes,white,yes,no,no,no,no,married,$10000-$14999,dont know,hs grad,coll grad,coll grad,never,no,no,1
710963,52.290001,49.73,yes,yes,no,56.700001,47.790001,yes,white,yes,no,no,no,no,married,50000-$74999,masters,dont know,postsec ed,postsec ed,never,no,no,0
710964,42.139999,50.82,yes,yes,no,44.119999,47.610001,yes,white,yes,no,no,no,no,married,$20000-$24999,dont know,dont know,postsec ed,postsec ed,never,no,no,0
710968,49.48,53.360001,yes,no,no,45.150002,47.139999,yes,white,yes,no,no,no,no,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,no,no,2
710973,45.950001,59.950001,yes,no,no,59.77,55.91,no,white,yes,no,no,no,no,married,7500-$9999,coll grad,coll grad,coll grad,coll grad,never,no,no,1
710976,57.75,53.009998,yes,yes,no,49.73,46.049999,no,white,yes,no,no,no,no,married,$20000-$24999,coll <4,coll grad,coll grad,coll grad,once or twice,no,yes,0
710983,56.16,62.099998,yes,yes,no,54.209999,63.860001,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
710985,55.810001,60.880001,yes,yes,no,62.830002,53.5,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,coll <4,postsec ed,postsec ed,once or twice,no,yes,0
710988,49.110001,49.580002,yes,no,no,47.82,55.41,no,white,yes,no,no,no,no,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
710996,50.27,49.919998,yes,no,no,55.689999,51.09,no,white,yes,no,no,no,no,married,$3000-$4999,hs grad,hs grad,junior coll,coll <4,once or twice,no,yes,1
711007,40.389999,49.68,yes,no,no,39.040001,52.830002,no,white,yes,no,no,no,no,married,$15000-$19999,hs grad,hs grad,coll grad,coll <4,never,yes,no,0
711011,33.639999,34.509998,no,no,no,38.720001,37.349998,yes,white,yes,no,no,no,no,married,$25000-$34999,coll grad,coll grad,coll <4,coll <4,never,yes,no,0
711012,42.439999,48.610001,yes,no,no,45.009998,40.799999,no,white,yes,no,no,no,no,divorced,$10000-$14999,hs grad,hs grad,hs grad,coll grad,never,yes,no,2
711030,37.689999,40.790001,yes,yes,no,35.439999,38.66,yes,black,no,yes,no,no,no,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,no,no,0
711032,45.150002,34.919998,yes,no,no,41.799999,39.759998,yes,white,yes,no,no,no,no,married,35000-$49999,coll grad,hs grad,postsec ed,postsec ed,never,yes,no,0
711035,48.389999,49.779999,yes,yes,no,44.240002,51.639999,yes,white,yes,no,no,no,no,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
711042,47.540001,42.169998,yes,no,no,38.75,42.560001,yes,white,yes,no,no,no,no,married,35000-$49999,junior coll,junior coll,junior coll,postsec ed,never,yes,no,0
711044,58.459999,52.689999,yes,yes,no,65.639999,65.349998,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,dont know,postsec ed,postsec ed,never,no,no,0
711047,57.720001,44.889999,no,no,no,57.990002,47.380001,yes,white,yes,no,no,no,no,separated,7500-$9999,hs grad,hs grad,coll grad,coll grad,never,yes,no,2
711063,57.119999,47.5,yes,yes,no,64.599998,48.82,yes,white,yes,no,no,no,no,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,no,no,0
711071,44.540001,44.5,yes,no,no,37.139999,43.32,yes,white,yes,no,no,no,no,married,35000-$49999,not finish hs,hs grad,coll grad,coll grad,never,no,no,1
711074,40.57,42,no,no,no,40.610001,38.720001,yes,white,yes,no,no,no,no,married,$20000-$24999,not finish hs,not finish hs,coll grad,coll grad,never,yes,no,1
711079,37.189999,36.169998,no,no,no,37.349998,42.220001,yes,black,no,yes,no,no,no,never married,$10000-$14999,dont know,hs grad,postsec ed,postsec ed,once or twice,yes,yes,1
711091,62.189999,64.129997,yes,yes,no,65.879997,69.239998,yes,white,yes,no,no,no,no,divorced,$25000-$34999,masters,masters,coll grad,coll grad,never,no,no,1
711096,57.959999,51.740002,no,no,no,54.52,57.299999,yes,white,yes,no,no,no,no,divorced,$3000-$4999,not finish hs,hs grad,coll grad,coll grad,more than twice,yes,yes,2
711726,31,33.709999,yes,yes,no,32.700001,35.23,no,black,no,yes,no,no,no,widowed,$10000-$14999,doctorate,doctorate,coll grad,postsec ed,once or twice,no,yes,2
